Andrew Olding,"10/07/2020, 14:06:56",@alainakayxx Get a cat.,https://twitter.com/AndrewOlding/status/1313843255642071043
Clark Patterson,"10/25/2020, 04:28:54","Libertarians believe that Obamacare should be phased out. Read more about this at my FB post: https://t.co/lFTYgBXiPH 
#VoteLibertarian
#VoteGold
#BeBoldVoteGold
#Election2020
#Libertarian
#JoJorgensen
#JoJorgensen2020
#SpikeCohen
#ThirdParty
#Liberty
#Vote3rdPartyChallenge",https://twitter.com/clarkpatterso12/status/1320220770874904577
Robin Dominick,"10/30/2020, 08:31:56","Thank you @scotthortonshow for talking about Syria with @PeterRQuinones 
I love hearing you dive into how we get sucked into wars that the public has been lied to about.

Here's that piece by Hersh 
 https://t.co/a4xu7rKm3u

And FMBTW podcast 
https://t.co/sDcP40TZ4A",https://twitter.com/RobinRD4MO/status/1322093871019556864
Albert Oram,"10/30/2020, 15:32:52","Trump &amp; family hope people are gullible.

https://t.co/EzUmWlQc50",https://twitter.com/RealMaverickUSA/status/1322199801748967425
Rae Hart Anderson,"10/07/2020, 16:20:28","#FAITH!  I'm a Christian-a plain sinner, saved by God's grace &amp; forgiveness; sins paid for (!) by His suffering, death on a cross, burial, resurrection &amp; ascension of Jesus on the 40TH day after He rose up (!) conquering sin, death &amp; the works of the devil! 

#FaithNOW! 
And you?",https://twitter.com/GodisHere2day4U/status/1313876860351242242
Scott Taylor,"11/01/2020, 22:03:30",🇺🇸 https://t.co/1ga6tR5V8R,https://twitter.com/Scotttaylorva/status/1323022883694825472
William Garlington,"10/23/2020, 02:16:45","Keep talking Joe, Trump is baiting him and he’s falling for it",https://twitter.com/billgarlington/status/1319462735357317120
Michael Rufo,"10/14/2020, 22:08:01",@JoshuaAtLarge Yes,https://twitter.com/rufo4congress/status/1316501038044786688
Rae Hart Anderson,"10/05/2020, 17:23:21","He's been through a lot, but has not shown his courage during several opportunities to vote for  #LIFE! https://t.co/4b7Jx2TKgh",https://twitter.com/GodisHere2day4U/status/1313167910190354433
Michael Rufo,"11/02/2020, 17:36:28",@Nickcarducci I was there in the same column as @Jorgensen4POTUS and it said Libertarian Party under my name. Had some others from the area let me know they voted for me.,https://twitter.com/rufo4congress/status/1323318068676829184
Christine Olivo,"10/20/2020, 17:11:36",No one should be in jail for smoking marijuana! #LegalizeIt,https://twitter.com/Christinefor24/status/1318600770154090497
Christine Olivo,"10/09/2020, 19:20:54",@TulsiGabbard Celebrate bipartisanship!,https://twitter.com/Christinefor24/status/1314647043034566657
Wendy Davis,"10/07/2020, 00:35:20","I just wrapped up my debate with Chip Roy and the difference couldn't be clearer: While he pushes a dangerous agenda hurting our families, I'm in this to put Texas first. I sure could use your help to get it done. Pitch in what you can and let's win this! https://t.co/0qKwmDDuOo",https://twitter.com/wendydavis/status/1313639008497475585
Jon Dillard,"11/02/2020, 19:17:44",@happycamper712 @RepDavidKustoff @HouseGOP I have stepped forward to replace the enabler that currently holds the seat for TN 8 US Congress. https://t.co/WvLlMSACcd,https://twitter.com/JonDillard_TN8/status/1323343556145303561
Christine Olivo,"10/15/2020, 00:39:10",What legislation do you want me to put forth when I’m in congress? Comment below,https://twitter.com/Christinefor24/status/1316539075315326978
Dan Feehan,"10/10/2020, 18:23:59",https://t.co/NnETF823Uv,https://twitter.com/danielfeehan/status/1314995108601909250
Rae Hart Anderson,"10/28/2020, 14:48:57","Cheaper meds may be more complete medications--not doctored up with sky high tabs, colors, designs and added ingredients. https://t.co/a6xzZVzzQb",https://twitter.com/GodisHere2day4U/status/1321463973364015107
Rebecca Keltie,"10/09/2020, 18:46:58","@cospringsnews IFFFF you keep voting the SAME WAY...stop expecting a different outcome! It’s a new era &amp; a new time for politics! 3rd Parties, the UNITY PARTY are the PEOPLE’S PARTY! New &amp; uncorrupted! I AM THE MODERATE/CENTRIST all encompassing candidate you’ve been waiting for! 🇺🇸 KELTIE2020",https://twitter.com/Keltie4Congress/status/1314638503926398976
Tommy Wakely,"10/30/2020, 22:03:04","I’m humbled to be included among such a strong group of progressive activists #TX21. Together we can make all the difference in the world, literally @TX21Indivisible We all fight for the same thing #MedicareForAll, #UBI and for a ban on fracking to save our precious world @foe_us https://t.co/CASP3hjdN3",https://twitter.com/Wakely2020/status/1322297998408372227
Victoria Alexander,"10/12/2020, 00:20:55",@AlanChartock How about equal time with the Libertarian candidate for #NY19?,https://twitter.com/Alexander4Cong1/status/1315447321111474178
Paul N. Fiorino,"10/16/2020, 03:28:47","Paul Noel Fiorino https://t.co/4RKNebnYFf another opportunity to know my heart and soul. SISTY at Riverside with his family, to get a Memorial. Thanks to Fairmount and Fiorino Family they will be remembered so see about https://t.co/jNclVtAmrm &amp; PLEASE VOTE",https://twitter.com/votefiorino/status/1316944149896187906
Trey Holcomb,"10/19/2020, 04:09:23",@SenTomCotton Why won't you debate?  You sorry ass coward.,https://twitter.com/TreyHolcomb/status/1318041530649759744
Rae Hart Anderson,"10/30/2020, 17:48:32","Prayer is admitting we need help. . . often right now!! Pray before you quiet down, or quit or plan our own demise.  You have a heart beat!  You have a future! Expect more life and ASK FOR  WISDOM TO APPRECIATE YOUR OWN HEART BEAT.  There is more peace, hope and joy. . . #EXPECT!",https://twitter.com/GodisHere2day4U/status/1322233941751812096
Joel Anabilah-Azumah,"11/02/2020, 23:46:39","Self-sufficiency is a standard immigration metric across the globe, including our friends in Canada.

If that makes President Trump racist, what does that make every industrialized country on the planet? https://t.co/4uA8reCgrA",https://twitter.com/JoelAzumah/status/1323411230913110017
